verb,noun,count,percentage
scoop,mixture:lemon:curd,1,0.001
drain,tray:baking,1,0.001
drain,vegetable,1,0.001
drain,water:coriander,1,0.001
wipe-off,carrot,1,0.001
scoop,honey,1,0.001
drain-from,curd:cheese,1,0.001
scoop,egg,1,0.001
wipe-off,coffee,1,0.001
scoop,cheese:more,1,0.001
salt,avocado,1,0.001
scoop,cheese,1,0.001
scoop,bean:coffee,1,0.001
scatter-onto,tuna,1,0.001
save,container,1,0.001
sample,rice,1,0.001
sample,food,1,0.001
wipe-off,colander,1,0.001
salt-in,food,1,0.001
salt,trash,1,0.001
rub,dough,1,0.001
rotate,tray:cutlery,1,0.001
roll-on,lemon,1,0.001
roll-up,sleeve,1,0.001
rotate,chopstick,1,0.001
rotate,cheese,1,0.001
rotate,can,1,0.001
rotate,bowl:salad,1,0.001
wipe-off,scissors,1,0.001
rotate,bowl,1,0.001
rotate,bottle:milk,1,0.001
add,thyme,1,0.001
rotate,block:tofu,1,0.001
roll-up,flour,1,0.001
wipe-off,processor,1,0.001
roll-up,dough,1,0.001
wipe-off,towel:kitchen,1,0.001
draw,bread,1,0.001
roll-over,carrot,1,0.001
roll-out,omelette,1,0.001
drink,beer,1,0.001
add,sauce:more,1,0.001
add,pepper,1,0.001
wipe-on,lid,1,0.001
wipe-off,salad,1,0.001
wipe-off,plate,1,0.001
rotate,spoon,1,0.001
rotate,muffin,1,0.001
wipe-off,flour,1,0.001
wipe-off,garlic,1,0.001
drain-on,pasta,1,0.001
rotate,pin:rolling,1,0.001
rotate,piece:fish,1,0.001
rotate,piece:cucumber,1,0.001
drape,cloth,1,0.001
add,water:more,1,0.001
rotate,pan,1,0.001
rotate,jar:clip:top,1,0.001
wipe-off,peanut,1,0.001
rotate,holder:filter,1,0.001
rotate,handle:wok,1,0.001
wipe-off,hob,1,0.001
wipe-off,kitchen,1,0.001
add,vinegar,1,0.001
rotate,handle:pan,1,0.001
wipe-off,mixture:chilli,1,0.001
rotate,fish,1,0.001
draw,bag:flour,1,0.001
scratch,choi:pak,1,0.001
scratch,dough,1,0.001
scratch,head,1,0.001
shake,cover:pot,1,0.001
unfold,towel,1,0.001
shake,drainer,1,0.001
shake,dispenser:soap,1,0.001
shake,cutlery,1,0.001
wash,skinner:carrot,1,0.001
shake,cup:measuring,1,0.001
wash,slicer,1,0.001
wash,spatula:wooden,1,0.001
shake,cucumber,1,0.001
wash,spinach,1,0.001
shake,glove:rubber,1,0.001
shake,cover:mug,1,0.001
adjust,cooker:flame,1,0.001
shake,coriander,1,0.001
wash,spoon:tea,1,0.001
adjust,container,1,0.001
wash,stirrer:coffee,1,0.001
shake,condiment,1,0.001
cut-into,knife,1,0.001
shake,cloth:table,1,0.001
cut-into,cube,1,0.001
shake,grinder:cheese,1,0.001
wash,stopper,1,0.001
shake,mat,1,0.001
wash,saucer,1,0.001
cut-in,foil,1,0.001
shake,mould:cake,1,0.001
shake,milk:soya,1,0.001
cut-in,sandwich,1,0.001
wash,scissor,1,0.001
shake,mesh,1,0.001
wash,seal:clip:top:jar,1,0.001
wash,shake,1,0.001
shake,maker:coffee,1,0.001
cut-into,butter,1,0.001
shake,liquid:washing:up,1,0.001
wash,shelf,1,0.001
shake,liquid,1,0.001
shake,lid:tupperware,1,0.001
shake,lid:jar,1,0.001
cut-in,tomato,1,0.001
wash,side,1,0.001
adjust,fan,1,0.001
cut-into,belly:pork,1,0.001
cut-into,lemon,1,0.001
adjust,collar:shirt,1,0.001
cut-in,egg:scotch,1,0.001
adjust,cap:burner,1,0.001
shake,board:chopping,1,0.001
wash,tablespoon,1,0.001
cut-into,slice:ginger,1,0.001
adjust,chair,1,0.001
shake,apple,1,0.001
shake,aeropress,1,0.001
set-up,stove,1,0.001
set-to,time,1,0.001
wash,teapot,1,0.001
wash,tile:floor,1,0.001
cut-into,pepper:chilli,1,0.001
set-out,power,1,0.001
cut-into,slice:potato,1,0.001
set-on,microwave,1,0.001
set-in,filter,1,0.001
set-down,tupperware,1,0.001
set-down,spice,1,0.001
set-down,scale,1,0.001
set-down,plate,1,0.001
set-down,oil,1,0.001
cut-into,sandwich,1,0.001
shake,bottle:oil,1,0.001
shake,cleaner,1,0.001
adjust,coffee,1,0.001
shake,chopstick,1,0.001
adjust,colander,1,0.001
wash,strainer:cafetiere,1,0.001
shake,cheese,1,0.001
wash,strainer:mesh,1,0.001
shake,caper,1,0.001
wash,straw,1,0.001
wash,support:pan,1,0.001
cut-into,onion:spring,1,0.001
wash,surface:side,1,0.001
shake,bottle:passata,1,0.001
shake,box:plastic,1,0.001
shake,box,1,0.001
adjust,clock:microwave:oven,1,0.001
shake,bowl:rice:cooker,1,0.001
shake,bowl:food:processor,1,0.001
cut-into,paneer,1,0.001
wash,tablecloth,1,0.001
shake,bottle:vinegar,1,0.001
shake,bottle:sauce,1,0.001
adjust,flame:cooker,1,0.001
adjust,flame:stove,1,0.001
set-down,filter,1,0.001
shake-in,food,1,0.001
shake-off,blade,1,0.001
shake-off,bag,1,0.001
shake-into,towel:tea,1,0.001
adjust,juice:fruit,1,0.001
shake-into,curd:cheese,1,0.001
shake-in,vegetable,1,0.001
wash,peeler:potato,1,0.001
adjust,intensity:flame,1,0.001
shake-in,potato,1,0.001
shake,waste,1,0.001
shake-off,brush:washing:up,1,0.001
cut,slice:potato,1,0.001
adjust,height:oven,1,0.001
shake,tray:baking,1,0.001
wash,piece:fish,1,0.001
shake,towel,1,0.001
shake,top:salad:spinner,1,0.001
shake,tomato,1,0.001
shake,thigh:chicken,1,0.001
wash,piece:leek,1,0.001
shake-off,block:chopping,1,0.001
wash,peach,1,0.001
shake,tablecloth,1,0.001
shake-off,stone:sharpening,1,0.001
shake-out,jar,1,0.001
shake-out,cloth:table,1,0.001
shake-onto,salt,1,0.001
shake-onto,egg,1,0.001
shake-on,egg,1,0.001
wash,paella,1,0.001
shake-off,whetstone,1,0.001
shake-off,water,1,0.001
shake-off,tupperware,1,0.001
shake-off,stand:sharpening,1,0.001
shake-off,courgette,1,0.001
adjust,leaf:curry,1,0.001
adjust,ladle,1,0.001
adjust,knife,1,0.001
shake-off,sieve,1,0.001
shake-off,scissors,1,0.001
wash,paper,1,0.001
cut,skin:spring:onion,1,0.001
shake-off,knife,1,0.001
cut,slice:cheese,1,0.001
shake,thermometer,1,0.001
shake,sweetcorn,1,0.001
wash,rubbish,1,0.001
cut-by,fish,1,0.001
shake,pot:second,1,0.001
wash,processor,1,0.001
shake,pot:cooking,1,0.001
cut-by,cucumber,1,0.001
shake,pod:coffee,1,0.001
adjust,glove,1,0.001
shake,pepper,1,0.001
shake,peeler,1,0.001
adjust,fork,1,0.001
wash,raspberry,1,0.001
cut,tuna,1,0.001
shake,pan:frying,1,0.001
cut-from,ginger,1,0.001
shake,packet:cheese,1,0.001
shake,packaging,1,0.001
shake,package:almond:drink,1,0.001
shake,opener:can,1,0.001
wash,rest:spoon,1,0.001
adjust,foil,1,0.001
wash,rocket,1,0.001
shake,pot:white,1,0.001
shake,prawn,1,0.001
shake,straw,1,0.001
wash,plate:scale,1,0.001
shake,strainer,1,0.001
wash,piece:lemon:squeezer,1,0.001
shake,spoon:slotted,1,0.001
shake,spoon:measuring,1,0.001
adjust,heat:oven,1,0.001
wash,plastic,1,0.001
shake,slicer,1,0.001
adjust,handle:frying:pan,1,0.001
shake,skin:fish,1,0.001
shake,sieve,1,0.001
adjust,glove:oven,1,0.001
shake,scraper,1,0.001
shake,saucer,1,0.001
adjust,grinder:coffee,1,0.001
adjust,gown:dressing,1,0.001
shake,sauce,1,0.001
shake,salt,1,0.001
shake,salad,1,0.001
shake,sachet,1,0.001
cut,top:rice:bag,1,0.001
adjust,bun:steamed,1,0.001
set-down,cutlery,1,0.001
scratch,instruction,1,0.001
scrub,strainer:teapot,1,0.001
scrunch-up,bag,1,0.001
add-to,onion,1,0.001
scrub-down,side,1,0.001
scrub,v60,1,0.001
scrub,underside:bowl,1,0.001
add-to,olive,1,0.001
wear,glove:second,1,0.001
dab-with,hand,1,0.001
deburr,knife,1,0.001
scrub,strainer:tea,1,0.001
dab-in,finger,1,0.001
scrub,squeezer:lime,1,0.001
decide,onion,1,0.001
defoliate,cabbage,1,0.001
scrub,slicer,1,0.001
weigh,paste:nut,1,0.001
wet,mat:sushi,1,0.001
scrub,scissors,1,0.001
desee,chilli,1,0.001
add-to,oil:olive,1,0.001
scrunch-up,packet:coriander,1,0.001
add-to,pepper,1,0.001
add-to,meat,1,0.001
seal-with,bag:plastic,1,0.001
cut-with,paper:greaseproof,1,0.001
search,hand,1,0.001
search,fridge,1,0.001
search,cupboard,1,0.001
wash-with,teaspoon,1,0.001
search,cardboard,1,0.001
cut-with,wrap,1,0.001
wash-with,water,1,0.001
seal-with,onion,1,0.001
seal,wrapper,1,0.001
water-on,tap,1,0.001
seal,tupperware,1,0.001
seal,packet:cheese,1,0.001
seal,chicken,1,0.001
seal,box:rice,1,0.001
seal,bit:cheese:packet,1,0.001
watch,mobile,1,0.001
seal,bag:rice,1,0.001
dab,tissue,1,0.001
water-off,rubbish,1,0.001
add-to,oil,1,0.001
add-to,honey,1,0.001
wash-with,rag,1,0.001
screw-in,pot:coffee,1,0.001
screw-onto,cap,1,0.001
screw-on,sauce:spicy:bean,1,0.001
distribute,egg,1,0.001
wipe,box,1,0.001
wipe,bread:pitta,1,0.001
wipe,butter:excess,1,0.001
screw-on,cap:oil,1,0.001
screw-off,lid,1,0.001
screw-in,pot:mocha,1,0.001
screw-in,lid,1,0.001
wipe,bowl:washing:up,1,0.001
add-to,chorizo,1,0.001
screw,pot:moka,1,0.001
screw,pot,1,0.001
screw,part:coffee:pot,1,0.001
screw,bottle:milk,1,0.001
scratch-off,food,1,0.001
wipe,countertop,1,0.001
scratch,sauce,1,0.001
scratch,leaf:pak:choi,1,0.001
distribute,bowl,1,0.001
scrub,board:cutting,1,0.001
dice,broccoli,1,0.001
scrub,grater,1,0.001
dice,ginger,1,0.001
scrub,pan:frying,1,0.001
scrub,lid:tupperware,1,0.001
scrub,lid:pan,1,0.001
scrub,lid:container,1,0.001
add-to,garlic,1,0.001
dip,tub:tupperware,1,0.001
scrub,holder:teabag,1,0.001
scrub,guard:hand,1,0.001
wipe,board:drying,1,0.001
scrub,board:draining,1,0.001
disassemble,cap:burner,1,0.001
scrub,front:plate,1,0.001
disassemble,mixer,1,0.001
scrub,dish,1,0.001
wipe,bottom:sink,1,0.001
scrub,counter,1,0.001
scrub,container,1,0.001
discard,garlic:smashed,1,0.001
dish,pan:frying,1,0.001
wash-with,spade:food,1,0.001
search,salt,1,0.001
set-down,cover,1,0.001
adjust,belly:pork,1,0.001
serve,curry:potato,1,0.001
adjust,blender:coffee,1,0.001
separate-from,dough,1,0.001
wash,vegetable,1,0.001
separate,tupperware,1,0.001
separate,tomato,1,0.001
separate,slice:toast:bread,1,0.001
cut-on,garlic,1,0.001
separate,plate:lasagne,1,0.001
separate,piece:salami,1,0.001
serve,dish,1,0.001
separate,piece:meat,1,0.001
adjust,bag:rubbish,1,0.001
wash-around,sink,1,0.001
separate,machine:coffee,1,0.001
separate,glove,1,0.001
wash-in,salad,1,0.001
wash-in,tomato,1,0.001
separate,filter:coffee,1,0.001
separate,dough,1,0.001
adjust,book:recipe,1,0.001
wash,tub:hummus,1,0.001
wash-off,hand,1,0.001
set,dial,1,0.001
set-down,carafe,1,0.001
cut-off,carrot,1,0.001
set,time,1,0.001
set,temperature:oven,1,0.001
set,power,1,0.001
set,music,1,0.001
cut-off,cheese,1,0.001
cut-off,chunk:pork:belly,1,0.001
cut-off,cucumber,1,0.001
cut-off,onion,1,0.001
adjust,bottle:water,1,0.001
wash,top:stove,1,0.001
set,alarm,1,0.001
serve-on,cookie,1,0.001
serve-on,coffee,1,0.001
serve-in,soup,1,0.001
serve-in,milk,1,0.001
serve,rice,1,0.001
serve,jambalaya,1,0.001
cut-off,root,1,0.001
separate,cucumber,1,0.001
wash-on,tomato,1,0.001
search,spice,1,0.001
search-for,lighting,1,0.001
cut-out,skin:onion,1,0.001
search-in,cupboard,1,0.001
search-for,tea,1,0.001
search-for,spade,1,0.001
search-for,scissors,1,0.001
search-for,peeler,1,0.001
search-for,paprika,1,0.001
search-for,onion,1,0.001
search-for,oil:olive,1,0.001
cut-with,belly:pork,1,0.001
season,chicken,1,0.001
search-for,kiwi,1,0.001
search-for,fridge,1,0.001
search-for,cucumber,1,0.001
add-to,teabag,1,0.001
search,vegetable,1,0.001
add-to,sauce,1,0.001
search,towel,1,0.001
search,stove,1,0.001
wash-with,pot,1,0.001
wash-with,chopstick,1,0.001
season,pasta,1,0.001
separate,cube:butter,1,0.001
wash-with,bean:green,1,0.001
cut-out,pith,1,0.001
wash-out,sponge,1,0.001
wash-under,hand,1,0.001
wash-up,board:chopping,1,0.001
wash-up,bowl,1,0.001
wash-up,cup,1,0.001
separate,broccoli,1,0.001
separate,bit:onion,1,0.001
separate,base:pizza,1,0.001
select,power,1,0.001
season,tuna,1,0.001
wash-with,board:chopping,1,0.001
wash-with,bottom:sink,1,0.001
add-to,water,1,0.001
select,mat:table,1,0.001
select,machine,1,0.001
select,level:power,1,0.001
see-off,chunk:pork:belly,1,0.001
see,water:boiling,1,0.001
season-with,breast:chicken,1,0.001
arrange,spoon:wooden,1,0.001
stir,cup,1,0.001
cover,lid:glass,1,0.001
take,yoghurt,1,0.001
throw-into,bit:courgette,1,0.001
take-from,board:chopping,1,0.001
take-from,base:pizza,1,0.001
clean,protector:wall,1,0.001
throw-into,bottle:milk,1,0.001
take-from,bag:plastic,1,0.001
take-from,bag:crisp,1,0.001
check,pie,1,0.001
take-down,chicken,1,0.001
throw-into,box:egg,1,0.001
clean,potato:baby,1,0.001
take,wrap:plastic,1,0.001
throw-into,centre:tomato,1,0.001
throw-into,cilantro,1,0.001
throw-into,cloth,1,0.001
throw-into,coffee,1,0.001
throw-into,container:empty,1,0.001
throw-into,container:tupperware,1,0.001
clean,scoop,1,0.001
take,vinegar,1,0.001
take-from,bottle:water,1,0.001
take-from,bowl:salad,1,0.001
clean,shelf,1,0.001
throw-inside,packaging,1,0.001
take-from,colander,1,0.001
take-from,coffee,1,0.001
take-from,clothes,1,0.001
take-from,clip,1,0.001
throw-in,sponge,1,0.001
throw-in,stirrer:wooden,1,0.001
throw-in,strip:plastic,1,0.001
throw-in,teabag,1,0.001
throw-in,trash,1,0.001
take-from,carrot,1,0.001
clean,pot:coffee,1,0.001
take-from,caper,1,0.001
throw-into,bag,1,0.001
take-from,bun:hamburger,1,0.001
clean,plate:cutting,1,0.001
throw-into,bag:rice,1,0.001
throw-into,bean:green,1,0.001
throw-into,bin:garbage,1,0.001
clean,plug,1,0.001
take-from,box:pitta:bread,1,0.001
throw-into,courgette,1,0.001
throw-into,cover,1,0.001
take,strip:carrot,1,0.001
take,tin:cake,1,0.001
take,top,1,0.001
throw-into,mesh,1,0.001
clean,strainer,1,0.001
clean,strawberry,1,0.001
take,tomato:peeled,1,0.001
take,tomato:cherry,1,0.001
clean,surface:cooking,1,0.001
throw-into,napkin,1,0.001
take,toast:melba,1,0.001
take,tin,1,0.001
clean,stove:gas,1,0.001
take,timer,1,0.001
clean,surface:work,1,0.001
take,thermometer,1,0.001
throw-into,package:cream,1,0.001
clean,tongs,1,0.001
take,tea,1,0.001
throw-into,packaging,1,0.001
check,peanut,1,0.001
take,table,1,0.001
take,top:salad:spinner,1,0.001
throw-into,lid,1,0.001
take,utensil,1,0.001
take,tub,1,0.001
throw-into,cucumber,1,0.001
throw-into,dust,1,0.001
take,turkey:sliced,1,0.001
throw-into,end:aubergine,1,0.001
clean,slicer,1,0.001
throw-into,end:carrot,1,0.001
take,tuna,1,0.001
throw-into,garbage,1,0.001
take,tube:tube,1,0.001
take,trouser,1,0.001
clean,stove:electronic,1,0.001
clean,spade,1,0.001
take,tray:pizza,1,0.001
take,tray:ice:cube,1,0.001
clean,spade:food,1,0.001
clean,spatula,1,0.001
throw-into,grater:cheese,1,0.001
take,towel:paper,1,0.001
clean,stirrer,1,0.001
check,phone,1,0.001
throw-in,sink,1,0.001
take-from,container:coffee:ground,1,0.001
take-from,cream:ice,1,0.001
take-from,slice:bread,1,0.001
throw-away,skin,1,0.001
take-from,strawberry,1,0.001
throw-away,skin:garlic,1,0.001
take-from,strainer:tea,1,0.001
throw-away,skin:onion,1,0.001
take-from,spinner:salad,1,0.001
take-from,soup,1,0.001
take-from,slice:bread:packet,1,0.001
take-from,slice:bread:packaging,1,0.001
throw-away,towel:paper,1,0.001
take-from,tomato,1,0.001
take-from,skin:potato,1,0.001
take-from,saucepan:large,1,0.001
take-from,saucepan,1,0.001
take-from,rubbish,1,0.001
take-from,roll:sausage,1,0.001
take-from,raisin,1,0.001
throw-away,wrapper:cheese,1,0.001
take-from,radish,1,0.001
throw-down,glove:rubber,1,0.001
take-from,toast,1,0.001
clean,nozzle,1,0.001
take-from,cream:remaining:ice,1,0.001
take-into,liquid:washing,1,0.001
take-of,tupperware:sugar,1,0.001
throw-away,pit:peach,1,0.001
take-into,tortilla,1,0.001
take-into,tomato,1,0.001
take-into,pizza,1,0.001
take-into,oil,1,0.001
throw-away,pit:pear,1,0.001
take-into,napkin,1,0.001
take-into,milk,1,0.001
take-into,lid,1,0.001
clean,mocha,1,0.001
take-into,knife,1,0.001
take-into,fork,1,0.001
check,rim,1,0.001
take-inside,fridge,1,0.001
check,rice,1,0.001
take-in,knife,1,0.001
throw-away,seed,1,0.001
take-from,water:tonic,1,0.001
take-from,waste,1,0.001
throw-for,box,1,0.001
clean,paella,1,0.001
take-from,pesto,1,0.001
throw-in,peel:orange,1,0.001
take-from,ground,1,0.001
take-from,grater,1,0.001
take-from,grape,1,0.001
throw-in,food:remaining,1,0.001
take-from,ginger,1,0.001
throw-in,jar,1,0.001
throw-in,lid,1,0.001
take-from,fridge,1,0.001
throw-in,paper:toilet,1,0.001
throw-in,peeling,1,0.001
take-from,pepper,1,0.001
take-from,floor,1,0.001
take-from,filter,1,0.001
take-from,egg,1,0.001
take-from,drawer,1,0.001
take-from,cupboard,1,0.001
check,plant:basil,1,0.001
throw-in,rice,1,0.001
throw-in,rubbish,1,0.001
take-from,cube:stock,1,0.001
take-from,ham,1,0.001
take-from,holder:cutlery,1,0.001
throw-in,filter,1,0.001
take-from,jam,1,0.001
take-from,passata,1,0.001
clean,pan:small,1,0.001
take-from,pan:grill,1,0.001
throw-for,paper,1,0.001
throw-from,bag:plastic,1,0.001
throw-from,plastic,1,0.001
clean,part:pot,1,0.001
take-from,oil:olive,1,0.001
take-from,noodle,1,0.001
check,refrigerator,1,0.001
throw-in,bit:pear,1,0.001
throw-in,bread,1,0.001
take-from,mitt:oven,1,0.001
throw-in,cheese,1,0.001
take-from,liquid,1,0.001
take-from,lid,1,0.001
take-from,leftover,1,0.001
throw-in,chicken,1,0.001
take-from,juicer,1,0.001
throw-into,piece:onion:skin,1,0.001
take,strawberry,1,0.001
take-off,apron,1,0.001
take,plate:new,1,0.001
take,pot:cooking,1,0.001
tilt,ramekin,1,0.001
clear,board:chopping,1,0.001
take,pod:coffee,1,0.001
take,plug:kettle,1,0.001
take,plate:tomato,1,0.001
clear,cheese,1,0.001
take,plate:paper,1,0.001
check,kiwi,1,0.001
take,plate:lasagne,1,0.001
take,pot:moka,1,0.001
tilt,starter,1,0.001
check,kettle,1,0.001
tip,broccoli,1,0.001
tip,cafetiere,1,0.001
tip,passata,1,0.001
take,plant:basil,1,0.001
clear,mixture:hand:blender,1,0.001
clear,rubbish,1,0.001
take,piece:plastic,1,0.001
take,pot:hob,1,0.001
take,pot:sauce,1,0.001
tip,saucepan,1,0.001
take,powder:washing,1,0.001
clean-with,plate,1,0.001
tidy,kitchen,1,0.001
clean-with,processor,1,0.001
clean-with,rag,1,0.001
check,microwave,1,0.001
take,rack:drying,1,0.001
take,rack,1,0.001
take,quorn,1,0.001
take,press:garlic,1,0.001
tie,bread,1,0.001
tilt,pan:frying,1,0.001
tie-in,knot,1,0.001
take,powder:garlic,1,0.001
take,powder:curry,1,0.001
take,powder:chilli,1,0.001
tighten,bag:plastic,1,0.001
take,powder,1,0.001
tighten,moka,1,0.001
tighten,pot:coffee,1,0.001
tilt,instruction,1,0.001
tip,potato,1,0.001
tip-from,milk,1,0.001
take,strainer:tea:pot,1,0.001
rinse,tin:mug,1,0.001
close,bag:grape,1,0.001
close,bag:mozzarella,1,0.001
take,pancake,1,0.001
take,pan:small,1,0.001
take,pan:hob,1,0.001
close,bag:pine:nut,1,0.001
take,pan:baking,1,0.001
close,bag:plastic:trash,1,0.001
tip-into,piece:meat,1,0.001
take,pad,1,0.001
close,bag:coconut,1,0.001
take,packet:salami,1,0.001
tip-into,sink,1,0.001
close,bag:salad,1,0.001
take,packaging:salami,1,0.001
close,bag:sandwich,1,0.001
take,package:wrap,1,0.001
tip-into,water,1,0.001
close,bag:sugar,1,0.001
take,package:plastic,1,0.001
tip-into,onion,1,0.001
tip-into,mixture:egg,1,0.001
take,piece:pasta,1,0.001
tip-into,bin,1,0.001
tip-from,water,1,0.001
take,piece:meat,1,0.001
take,piece:lime,1,0.001
tip-from,whey,1,0.001
clear,spoon,1,0.001
take,piece:courgette,1,0.001
clear,spoon:wooden,1,0.001
take,phone:mobile,1,0.001
tip-in,pan,1,0.001
tip-into,content:plate,1,0.001
take,part:salad:spinner,1,0.001
take,pepper:black,1,0.001
clip,packaging:salad,1,0.001
tip-into,curd,1,0.001
take,peeler:potato,1,0.001
check,jar:pesto:sauce,1,0.001
take,peel:banana,1,0.001
take,peel,1,0.001
close,bag:bread:plastic,1,0.001
close,bag:breadcrumb,1,0.001
take,ramekin,1,0.001
take,reduction:balsamic,1,0.001
take,residue:food,1,0.001
clean-from,surface,1,0.001
clean,water:tap,1,0.001
take,sponge:new,1,0.001
clean,water:tap:cover:sink,1,0.001
take,spice:mixed,1,0.001
throw-into,tomato,1,0.001
clean-around,hob,1,0.001
throw-into,towel:paper,1,0.001
check,mixture,1,0.001
throw-into,tupperware,1,0.001
take,spaghetti,1,0.001
throw-into,teabag,1,0.001
take,soup,1,0.001
throw-off,dirt,1,0.001
clean-from,waste,1,0.001
clean-off,fork,1,0.001
take,smoothie,1,0.001
clean-up,chopstick,1,0.001
take,slice:courgette,1,0.001
clean-up,floor,1,0.001
take,slice:bread,1,0.001
take,spoon:coffee,1,0.001
throw-into,squash,1,0.001
throw-to,packaging,1,0.001
take,steamer,1,0.001
take,strainer:cafetiere,1,0.001
take,strainer,1,0.001
take,stool,1,0.001
check,paprika,1,0.001
throw-into,roll:paper,1,0.001
throw-into,rubbish,1,0.001
throw-into,seed,1,0.001
take,stick:carrot,1,0.001
take,stem:mint,1,0.001
check,pan,1,0.001
throw-into,slice:potato,1,0.001
throw-into,skin,1,0.001
throw-into,skin:carrot,1,0.001
take,stalk,1,0.001
throw-into,skin:egg,1,0.001
check,package:popcorn,1,0.001
take,stack:tub,1,0.001
clean,tupperware,1,0.001
take,squeezer:lemon,1,0.001
throw-into,skin:squash,1,0.001
throw-on,apron,1,0.001
take,skinner:carrot,1,0.001
throw-on,mail,1,0.001
take,salami,1,0.001
throw-out,filter:coffee,1,0.001
clean-with,bowl,1,0.001
clean-with,chopstick,1,0.001
throw-out,food,1,0.001
throw-out,paper,1,0.001
take,sauce:bottle,1,0.001
throw-out,water,1,0.001
throw-out,wrap:plastic,1,0.001
clean-with,hand,1,0.001
clean-with,hand:my,1,0.001
clean-up,game:board,1,0.001
take,rusk,1,0.001
clean-with,hob,1,0.001
take,rosemary,1,0.001
throw-over,backpack,1,0.001
clean-with,machine:coffee,1,0.001
take,rocket,1,0.001
take,rind,1,0.001
clean-with,oven,1,0.001
take,rester:teabag,1,0.001
take,saucer,1,0.001
clean-with,board:chopping,1,0.001
take,sausage:corn,1,0.001
take,scissor,1,0.001
take,skin:onion,1,0.001
throw-on,piece:baking:paper,1,0.001
clean-up,garbage,1,0.001
clean-up,hand,1,0.001
throw-on,plastic,1,0.001
clean-up,hob,1,0.001
take,shirt,1,0.001
take,shell:egg,1,0.001
take,shell,1,0.001
take,sheet:kitchen:roll,1,0.001
take,sharpener:knife,1,0.001
throw-onto,dustpan,1,0.001
clean-up,paper,1,0.001
throw-onto,jar,1,0.001
take,scoop:coffee,1,0.001
take,scoop,1,0.001
check,milk,1,0.001
clean-up,spill,1,0.001
throw-out,bag:oatmeal,1,0.001
take-off,aeropress,1,0.001
take-off,bag,1,0.001
squeeze,cloth:cleaning,1,0.001
tap,brush:pastry,1,0.001
chop-in,cheese,1,0.001
chop-into,potato,1,0.001
chop-off,leek,1,0.001
throw,leftover:egg,1,0.001
tap,holder:coffee,1,0.001
throw,leftover:food,1,0.001
choose,garlic,1,0.001
chop-off,pepper,1,0.001
tap,cheese,1,0.001
tap,brush,1,0.001
tap,strainer:teapot,1,0.001
tap,bread,1,0.001
take-with,tortilla,1,0.001
choose,can,1,0.001
take-with,sausage,1,0.001
throw,net,1,0.001
take-with,pot,1,0.001
take-with,plate,1,0.001
take-with,pasta,1,0.001
take-with,meat,1,0.001
choose,leaf:mint,1,0.001
choose,onion,1,0.001
throw,oil:olive,1,0.001
chop,pizza,1,0.001
taste,cucumber,1,0.001
choose,pepper:bell,1,0.001
taste,corn,1,0.001
taste,cherry,1,0.001
throw,kale,1,0.001
taste,bean:green,1,0.001
tap-with,underside:bread,1,0.001
tap-with,top:bread,1,0.001
tap-with,side:fridge,1,0.001
chop,slice:onion,1,0.001
throw,leek,1,0.001
tap-on,fork,1,0.001
throw,kettle,1,0.001
tap-on,bottle:milk,1,0.001
choose,pear,1,0.001
chop,soap,1,0.001
tap,water:excess,1,0.001
tap,water,1,0.001
throw,leaf:more,1,0.001
tap,tray:weight,1,0.001
take-with,glass,1,0.001
choose,avocado,1,0.001
chuck-into,packet:peanut,1,0.001
throw,packaging:plastic,1,0.001
chop-up,garlic,1,0.001
throw,packaging:cookie,1,0.001
take-out,tomato:chopped,1,0.001
throw,packaging:cream,1,0.001
throw,packaging:green:bean,1,0.001
chop-with,sausage,1,0.001
